email,hidden_ability,language,name,persona,preferred_paper_type,strong_chapter_ids,student_code,synthetic_student_index,target_grade,target_score,user_id,weak_chapter_ids
synthetic.student2226@mathsy.synthetic,0.6224,english,Synthetic Student 2226 (C+ Level),Deep Focus Learner,kertas1,"[5, 1, 13, 14]",STU-SYN2226,2226,C+,58.38,16988,"[10, 17, 6]"
synthetic.student2227@mathsy.synthetic,0.7135,bm,Synthetic Student 2227 (A- Level),Consistent Climber,kertas2,"[8, 13, 18, 3]",STU-SYN2227,2227,A-,70.5,16989,"[16, 7, 12, 1, 6]"
synthetic.student2228@mathsy.synthetic,0.5897,bm,Synthetic Student 2228 (C+ Level),Flexible Learner,mixed,"[18, 3, 6]",STU-SYN2228,2228,C+,55.56,16990,"[13, 2, 7, 11, 17]"
synthetic.student2229@mathsy.synthetic,0.5018,english,Synthetic Student 2229 (D Level),Flexible Learner,kertas1,"[10, 6, 13]",STU-SYN2229,2229,D,47.41,16991,"[4, 7]"
synthetic.student2230@mathsy.synthetic,0.738,english,Synthetic Student 2230 (A- Level),Flexible Learner,kertas2,"[4, 1, 15, 5]",STU-SYN2230,2230,A-,72.14,16992,"[8, 17]"
synthetic.student2231@mathsy.synthetic,0.6632,english,Synthetic Student 2231 (B Level),Flexible Learner,kertas1,"[10, 12, 6, 9]",STU-SYN2231,2231,B,62.19,16993,"[15, 3, 5, 1]"
synthetic.student2232@mathsy.synthetic,0.5822,english,Synthetic Student 2232 (D Level),Fresh Starter,mixed,"[9, 4, 2, 12]",STU-SYN2232,2232,D,47.95,16994,"[11, 7]"
synthetic.student2233@mathsy.synthetic,0.688,bm,Synthetic Student 2233 (B+ Level),Weekend Learner,mixed,"[4, 3, 18, 12]",STU-SYN2233,2233,B+,65.26,16995,"[17, 14]"
synthetic.student2234@mathsy.synthetic,0.6465,bm,Synthetic Student 2234 (C+ Level),Deep Focus Learner,mixed,"[16, 11, 10]",STU-SYN2234,2234,C+,58.18,16996,"[1, 17, 13, 15]"
synthetic.student2235@mathsy.synthetic,0.459,bm,Synthetic Student 2235 (G Level),Weekend Learner,kertas1,"[4, 16, 10, 9]",STU-SYN2235,2235,G,39.88,16997,"[14, 15, 2, 5]"
synthetic.student2236@mathsy.synthetic,0.5374,bm,Synthetic Student 2236 (G Level),Fresh Starter,mixed,"[6, 14, 4, 7]",STU-SYN2236,2236,G,37.78,16998,"[5, 17, 18, 1, 12]"
synthetic.student2237@mathsy.synthetic,0.7162,bm,Synthetic Student 2237 (A- Level),Consistent Climber,kertas2,"[10, 3, 1, 16]",STU-SYN2237,2237,A-,74.7,16999,"[8, 5, 18, 4]"
synthetic.student2238@mathsy.synthetic,0.6909,english,Synthetic Student 2238 (B Level),Weekend Learner,kertas1,"[16, 4, 8]",STU-SYN2238,2238,B,63.88,17000,"[6, 15, 9, 3]"
synthetic.student2239@mathsy.synthetic,0.6885,bm,Synthetic Student 2239 (B+ Level),Consistent Climber,mixed,"[18, 6]",STU-SYN2239,2239,B+,68.43,17001,"[17, 1, 3, 11, 7]"
synthetic.student2240@mathsy.synthetic,0.8641,english,Synthetic Student 2240 (A Level),High Achiever,kertas1,"[17, 18]",STU-SYN2240,2240,A,88.95,17002,"[8, 13, 6, 3, 16]"
synthetic.student2241@mathsy.synthetic,0.5231,english,Synthetic Student 2241 (G Level),Fresh Starter,kertas1,"[14, 11, 5, 1]",STU-SYN2241,2241,G,37.11,17003,"[3, 13, 9, 2]"
synthetic.student2242@mathsy.synthetic,0.8225,english,Synthetic Student 2242 (A Level),Consistent Climber,kertas2,"[11, 8, 12, 18]",STU-SYN2242,2242,A,81.96,17004,"[3, 14, 13]"
synthetic.student2243@mathsy.synthetic,0.6113,english,Synthetic Student 2243 (C+ Level),Weekend Learner,kertas1,"[5, 6, 10]",STU-SYN2243,2243,C+,59.37,17005,"[14, 16]"
synthetic.student2244@mathsy.synthetic,0.768,english,Synthetic Student 2244 (A- Level),Consistent Climber,mixed,"[7, 2, 13]",STU-SYN2244,2244,A-,75.48,17006,"[6, 1, 18, 16]"
synthetic.student2245@mathsy.synthetic,0.7472,english,Synthetic Student 2245 (A- Level),Consistent Climber,kertas2,"[9, 13, 12]",STU-SYN2245,2245,A-,75.94,17007,"[18, 8, 17, 10]"
synthetic.student2246@mathsy.synthetic,0.7275,english,Synthetic Student 2246 (B+ Level),Flexible Learner,kertas2,"[10, 16, 7]",STU-SYN2246,2246,B+,69.46,17008,"[17, 6, 4]"
synthetic.student2247@mathsy.synthetic,0.6575,bm,Synthetic Student 2247 (B+ Level),Consistent Climber,kertas2,"[15, 16, 1]",STU-SYN2247,2247,B+,67.03,17009,"[2, 11, 13, 17]"
synthetic.student2248@mathsy.synthetic,0.7249,english,Synthetic Student 2248 (A- Level),Flexible Learner,kertas2,"[18, 12, 13]",STU-SYN2248,2248,A-,70.75,17010,"[10, 4]"
synthetic.student2249@mathsy.synthetic,0.8477,english,Synthetic Student 2249 (A Level),Consistent Climber,kertas1,"[9, 3, 13, 6]",STU-SYN2249,2249,A,89.11,17011,"[5, 7]"
synthetic.student2250@mathsy.synthetic,0.6054,english,Synthetic Student 2250 (C+ Level),Weekend Learner,kertas1,"[1, 6]",STU-SYN2250,2250,C+,56.42,17012,"[11, 3, 10]"
synthetic.student2251@mathsy.synthetic,0.9297,english,Synthetic Student 2251 (A+ Level),High Achiever,kertas1,"[11, 14]",STU-SYN2251,2251,A+,96.57,17013,"[17, 12, 7]"
synthetic.student2252@mathsy.synthetic,0.7398,english,Synthetic Student 2252 (A- Level),Weekend Learner,kertas2,"[9, 18, 7, 8]",STU-SYN2252,2252,A-,71.62,17014,"[2, 12, 5]"
synthetic.student2253@mathsy.synthetic,0.4303,english,Synthetic Student 2253 (G Level),Fresh Starter,kertas2,"[9, 14]",STU-SYN2253,2253,G,28.21,17015,"[11, 1, 15, 13, 7]"
synthetic.student2254@mathsy.synthetic,0.5314,bm,Synthetic Student 2254 (D Level),Weekend Learner,mixed,"[13, 11, 4, 18]",STU-SYN2254,2254,D,47.98,17016,"[1, 12, 9, 3]"
synthetic.student2255@mathsy.synthetic,0.6201,english,Synthetic Student 2255 (B Level),Consistent Climber,kertas2,"[9, 8, 15]",STU-SYN2255,2255,B,63.25,17017,"[6, 4, 1]"
synthetic.student2256@mathsy.synthetic,0.5019,english,Synthetic Student 2256 (D Level),Flexible Learner,mixed,"[14, 18, 5]",STU-SYN2256,2256,D,46.31,17018,"[17, 15, 1, 11, 10]"
synthetic.student2257@mathsy.synthetic,0.7596,english,Synthetic Student 2257 (A- Level),Consistent Climber,kertas1,"[1, 8, 7]",STU-SYN2257,2257,A-,73.32,17019,"[16, 17, 4, 6, 15]"
synthetic.student2258@mathsy.synthetic,0.8313,english,Synthetic Student 2258 (A Level),High Achiever,kertas2,"[2, 5, 4]",STU-SYN2258,2258,A,84.83,17020,"[6, 7, 13, 8]"
synthetic.student2259@mathsy.synthetic,0.4409,english,Synthetic Student 2259 (G Level),Fresh Starter,kertas1,"[15, 14]",STU-SYN2259,2259,G,29.6,17021,"[10, 11, 16, 12, 18]"
synthetic.student2260@mathsy.synthetic,0.5841,english,Synthetic Student 2260 (C Level),Deep Focus Learner,kertas1,"[17, 5, 8, 4]",STU-SYN2260,2260,C,50.77,17022,"[6, 15, 14, 7, 11]"
synthetic.student2261@mathsy.synthetic,0.5392,english,Synthetic Student 2261 (D Level),Deep Focus Learner,mixed,"[14, 1]",STU-SYN2261,2261,D,46.61,17023,"[5, 6, 12, 2, 10]"
synthetic.student2262@mathsy.synthetic,0.7389,bm,Synthetic Student 2262 (A- Level),Consistent Climber,kertas2,"[2, 5]",STU-SYN2262,2262,A-,76.38,17024,"[13, 16]"
synthetic.student2263@mathsy.synthetic,0.5056,english,Synthetic Student 2263 (C Level),Flexible Learner,kertas1,"[11, 12, 3, 1]",STU-SYN2263,2263,C,50.49,17025,"[16, 7]"
synthetic.student2264@mathsy.synthetic,0.6984,bm,Synthetic Student 2264 (B Level),Deep Focus Learner,mixed,"[16, 10]",STU-SYN2264,2264,B,63.61,17026,"[18, 14, 2, 8, 13]"
synthetic.student2265@mathsy.synthetic,0.6362,english,Synthetic Student 2265 (B+ Level),Consistent Climber,kertas1,"[6, 18, 12, 15]",STU-SYN2265,2265,B+,66.18,17027,"[13, 9, 3]"
synthetic.student2266@mathsy.synthetic,0.7207,english,Synthetic Student 2266 (A- Level),Consistent Climber,kertas1,"[7, 13, 14]",STU-SYN2266,2266,A-,76.46,17028,"[17, 3]"
synthetic.student2267@mathsy.synthetic,0.9585,english,Synthetic Student 2267 (A+ Level),High Achiever,kertas1,"[17, 3, 8]",STU-SYN2267,2267,A+,96.89,17029,"[6, 14, 10, 4, 7]"
synthetic.student2268@mathsy.synthetic,0.7867,english,Synthetic Student 2268 (A Level),High Achiever,kertas2,"[14, 1]",STU-SYN2268,2268,A,81.59,17030,"[12, 9, 5, 3, 17]"
synthetic.student2269@mathsy.synthetic,0.5798,english,Synthetic Student 2269 (C Level),Flexible Learner,kertas1,"[5, 18, 8]",STU-SYN2269,2269,C,53.87,17031,"[13, 17, 4]"
synthetic.student2270@mathsy.synthetic,0.7793,bm,Synthetic Student 2270 (A- Level),Deep Focus Learner,kertas1,"[9, 3, 18]",STU-SYN2270,2270,A-,70.24,17032,"[12, 6, 17, 15, 7]"
synthetic.student2271@mathsy.synthetic,0.6488,english,Synthetic Student 2271 (C+ Level),Deep Focus Learner,mixed,"[11, 12]",STU-SYN2271,2271,C+,59.15,17033,"[17, 9, 5, 3, 8]"
synthetic.student2272@mathsy.synthetic,0.4884,english,Synthetic Student 2272 (D Level),Flexible Learner,kertas2,"[7, 6]",STU-SYN2272,2272,D,45.99,17034,"[1, 2]"
synthetic.student2273@mathsy.synthetic,0.5806,bm,Synthetic Student 2273 (C Level),Weekend Learner,kertas1,"[8, 6]",STU-SYN2273,2273,C,52.42,17035,"[11, 3, 5, 9, 7]"
synthetic.student2274@mathsy.synthetic,0.5957,english,Synthetic Student 2274 (C+ Level),Deep Focus Learner,kertas1,"[8, 12, 11, 18]",STU-SYN2274,2274,C+,55.75,17036,"[9, 5]"
synthetic.student2275@mathsy.synthetic,0.5556,bm,Synthetic Student 2275 (C Level),Weekend Learner,mixed,"[1, 11, 17, 14]",STU-SYN2275,2275,C,53.73,17037,"[9, 13, 5, 4]"
synthetic.student2276@mathsy.synthetic,0.6326,bm,Synthetic Student 2276 (B+ Level),Consistent Climber,kertas1,"[2, 11, 18]",STU-SYN2276,2276,B+,66.6,17038,"[16, 14, 8]"
synthetic.student2277@mathsy.synthetic,0.7733,bm,Synthetic Student 2277 (A- Level),Consistent Climber,kertas1,"[12, 9, 6]",STU-SYN2277,2277,A-,77.77,17039,"[16, 18, 5, 2, 8]"
synthetic.student2278@mathsy.synthetic,0.6367,english,Synthetic Student 2278 (C+ Level),Flexible Learner,kertas2,"[18, 10]",STU-SYN2278,2278,C+,59.62,17040,"[7, 1, 6, 14, 13]"
synthetic.student2279@mathsy.synthetic,0.6179,english,Synthetic Student 2279 (C+ Level),Deep Focus Learner,kertas2,"[14, 3]",STU-SYN2279,2279,C+,57.68,17041,"[11, 10, 13]"
synthetic.student2280@mathsy.synthetic,0.8962,english,Synthetic Student 2280 (A+ Level),High Achiever,kertas1,"[8, 13, 6, 14]",STU-SYN2280,2280,A+,94.47,17042,"[17, 2]"
synthetic.student2281@mathsy.synthetic,0.4974,bm,Synthetic Student 2281 (G Level),Fresh Starter,kertas1,"[5, 1, 10]",STU-SYN2281,2281,G,37.75,17043,"[9, 7]"
synthetic.student2282@mathsy.synthetic,0.7755,english,Synthetic Student 2282 (A- Level),Deep Focus Learner,kertas1,"[7, 3]",STU-SYN2282,2282,A-,75.14,17044,"[16, 15]"
synthetic.student2283@mathsy.synthetic,0.8015,bm,Synthetic Student 2283 (A- Level),Deep Focus Learner,kertas2,"[9, 4, 5, 16]",STU-SYN2283,2283,A-,72.66,17045,"[11, 1, 13, 6, 17]"
synthetic.student2284@mathsy.synthetic,0.6602,bm,Synthetic Student 2284 (B Level),Deep Focus Learner,kertas1,"[14, 1, 18]",STU-SYN2284,2284,B,62.54,17046,"[8, 13, 9, 2]"
synthetic.student2285@mathsy.synthetic,0.5698,english,Synthetic Student 2285 (D Level),Fresh Starter,kertas2,"[5, 12]",STU-SYN2285,2285,D,45.69,17047,"[7, 11, 6]"
synthetic.student2286@mathsy.synthetic,0.5585,english,Synthetic Student 2286 (C Level),Weekend Learner,kertas2,"[9, 12, 2, 16]",STU-SYN2286,2286,C,54.7,17048,"[4, 6]"
synthetic.student2287@mathsy.synthetic,0.6001,english,Synthetic Student 2287 (C Level),Flexible Learner,kertas1,"[5, 15]",STU-SYN2287,2287,C,53.93,17049,"[2, 14, 13, 12, 11]"
synthetic.student2288@mathsy.synthetic,0.5174,english,Synthetic Student 2288 (E Level),Weekend Learner,kertas2,"[2, 18, 12, 13]",STU-SYN2288,2288,E,44.28,17050,"[11, 17, 5, 14]"
synthetic.student2289@mathsy.synthetic,0.5364,english,Synthetic Student 2289 (C Level),Flexible Learner,kertas1,"[16, 7, 1]",STU-SYN2289,2289,C,53.76,17051,"[10, 8]"
synthetic.student2290@mathsy.synthetic,0.4888,bm,Synthetic Student 2290 (G Level),Fresh Starter,kertas1,"[13, 12, 3]",STU-SYN2290,2290,G,34.66,17052,"[16, 9, 6, 8]"
synthetic.student2291@mathsy.synthetic,0.6672,english,Synthetic Student 2291 (B Level),Weekend Learner,kertas1,"[7, 2]",STU-SYN2291,2291,B,60.7,17053,"[13, 10, 12]"
synthetic.student2292@mathsy.synthetic,0.9289,english,Synthetic Student 2292 (A+ Level),High Achiever,kertas1,"[13, 16, 7]",STU-SYN2292,2292,A+,96.56,17054,"[8, 2, 5]"
synthetic.student2293@mathsy.synthetic,0.5112,english,Synthetic Student 2293 (G Level),Fresh Starter,kertas1,"[17, 15, 13, 1]",STU-SYN2293,2293,G,35.02,17055,"[16, 10, 14, 2, 12]"
synthetic.student2294@mathsy.synthetic,0.6077,english,Synthetic Student 2294 (B Level),Consistent Climber,kertas2,"[4, 11, 10, 17]",STU-SYN2294,2294,B,63.57,17056,"[18, 8, 2]"
synthetic.student2295@mathsy.synthetic,0.6419,english,Synthetic Student 2295 (C+ Level),Flexible Learner,kertas1,"[1, 11, 4, 10]",STU-SYN2295,2295,C+,59.35,17057,"[5, 7, 13, 6]"
synthetic.student2296@mathsy.synthetic,0.7584,english,Synthetic Student 2296 (A- Level),Weekend Learner,mixed,"[11, 14]",STU-SYN2296,2296,A-,70.55,17058,"[18, 7, 2, 13]"
synthetic.student2297@mathsy.synthetic,0.7034,english,Synthetic Student 2297 (B+ Level),Flexible Learner,mixed,"[9, 13, 11]",STU-SYN2297,2297,B+,66.47,17059,"[3, 12, 5, 10]"
synthetic.student2298@mathsy.synthetic,0.4297,bm,Synthetic Student 2298 (E Level),Weekend Learner,kertas2,"[10, 5, 2]",STU-SYN2298,2298,E,41.8,17060,"[6, 12]"
synthetic.student2299@mathsy.synthetic,0.6191,english,Synthetic Student 2299 (B Level),Consistent Climber,kertas1,"[10, 12, 4]",STU-SYN2299,2299,B,62.78,17061,"[5, 17]"
synthetic.student2300@mathsy.synthetic,0.8152,english,Synthetic Student 2300 (A Level),Deep Focus Learner,kertas1,"[13, 18, 11, 16]",STU-SYN2300,2300,A,80.59,17062,"[10, 3]"
synthetic.student2301@mathsy.synthetic,0.6617,english,Synthetic Student 2301 (B+ Level),Consistent Climber,kertas2,"[3, 1, 5]",STU-SYN2301,2301,B+,68.33,17063,"[10, 17, 4]"
synthetic.student2302@mathsy.synthetic,0.63,english,Synthetic Student 2302 (B Level),Weekend Learner,kertas2,"[17, 18, 11]",STU-SYN2302,2302,B,60.23,17064,"[15, 12, 5]"
synthetic.student2303@mathsy.synthetic,0.5888,bm,Synthetic Student 2303 (C Level),Weekend Learner,kertas2,"[2, 5, 6]",STU-SYN2303,2303,C,51.54,17065,"[15, 13, 4, 9, 3]"
synthetic.student2304@mathsy.synthetic,0.4247,english,Synthetic Student 2304 (G Level),Fresh Starter,kertas1,"[17, 18, 13, 10]",STU-SYN2304,2304,G,32.01,17066,"[1, 11]"
synthetic.student2305@mathsy.synthetic,0.8224,english,Synthetic Student 2305 (A Level),High Achiever,kertas1,"[7, 3]",STU-SYN2305,2305,A,84.09,17067,"[1, 5, 2, 10]"
synthetic.student2306@mathsy.synthetic,0.4821,english,Synthetic Student 2306 (E Level),Flexible Learner,kertas1,"[11, 7]",STU-SYN2306,2306,E,44.76,17068,"[18, 9, 3, 4]"
synthetic.student2307@mathsy.synthetic,0.5413,english,Synthetic Student 2307 (D Level),Weekend Learner,kertas1,"[13, 5, 16]",STU-SYN2307,2307,D,48.86,17069,"[8, 9, 17]"
synthetic.student2308@mathsy.synthetic,0.5506,english,Synthetic Student 2308 (C Level),Weekend Learner,mixed,"[14, 2]",STU-SYN2308,2308,C,54.25,17070,"[3, 10]"
synthetic.student2309@mathsy.synthetic,0.8681,bm,Synthetic Student 2309 (A+ Level),High Achiever,kertas2,"[3, 14, 18, 6]",STU-SYN2309,2309,A+,90.34,17071,"[1, 8, 16]"
synthetic.student2310@mathsy.synthetic,0.7835,english,Synthetic Student 2310 (A- Level),Deep Focus Learner,kertas2,"[8, 14, 7]",STU-SYN2310,2310,A-,76.96,17072,"[2, 13]"
synthetic.student2311@mathsy.synthetic,0.7214,english,Synthetic Student 2311 (A- Level),Consistent Climber,kertas1,"[4, 15, 7]",STU-SYN2311,2311,A-,74.38,17073,"[18, 2]"
synthetic.student2312@mathsy.synthetic,0.6199,bm,Synthetic Student 2312 (B Level),Consistent Climber,kertas2,"[13, 3, 12]",STU-SYN2312,2312,B,64.94,17074,"[2, 5]"
synthetic.student2313@mathsy.synthetic,0.4574,english,Synthetic Student 2313 (E Level),Flexible Learner,kertas1,"[14, 2, 3]",STU-SYN2313,2313,E,40.33,17075,"[7, 15, 8, 16, 10]"
synthetic.student2314@mathsy.synthetic,0.4884,english,Synthetic Student 2314 (E Level),Flexible Learner,kertas2,"[13, 5]",STU-SYN2314,2314,E,41.9,17076,"[16, 2, 15, 17, 1]"
synthetic.student2315@mathsy.synthetic,0.5846,bm,Synthetic Student 2315 (C+ Level),Consistent Climber,kertas1,"[14, 16, 6]",STU-SYN2315,2315,C+,59.16,17077,"[1, 18, 9, 4]"
synthetic.student2316@mathsy.synthetic,0.7358,english,Synthetic Student 2316 (A- Level),Consistent Climber,kertas2,"[16, 1, 4, 7]",STU-SYN2316,2316,A-,77.7,17078,"[2, 13]"
synthetic.student2317@mathsy.synthetic,0.4569,english,Synthetic Student 2317 (E Level),Weekend Learner,kertas1,"[1, 4, 10, 13]",STU-SYN2317,2317,E,40.45,17079,"[14, 8, 5, 2]"
synthetic.student2318@mathsy.synthetic,0.5018,english,Synthetic Student 2318 (D Level),Deep Focus Learner,mixed,"[10, 8, 11, 12]",STU-SYN2318,2318,D,46.22,17080,"[1, 13, 7]"
synthetic.student2319@mathsy.synthetic,0.6181,english,Synthetic Student 2319 (B Level),Deep Focus Learner,kertas1,"[7, 10]",STU-SYN2319,2319,B,60.76,17081,"[5, 11, 12]"
synthetic.student2320@mathsy.synthetic,0.6213,bm,Synthetic Student 2320 (B+ Level),Consistent Climber,kertas1,"[5, 9]",STU-SYN2320,2320,B+,67.54,17082,"[6, 3]"
synthetic.student2321@mathsy.synthetic,0.6448,english,Synthetic Student 2321 (B Level),Flexible Learner,kertas2,"[6, 1, 12, 18]",STU-SYN2321,2321,B,63.94,17083,"[9, 13]"
synthetic.student2322@mathsy.synthetic,0.4962,bm,Synthetic Student 2322 (D Level),Weekend Learner,kertas1,"[14, 6, 11, 7]",STU-SYN2322,2322,D,46.04,17084,"[9, 2, 5]"
synthetic.student2323@mathsy.synthetic,0.631,english,Synthetic Student 2323 (B Level),Consistent Climber,kertas1,"[13, 17]",STU-SYN2323,2323,B,63.46,17085,"[9, 10, 4, 11, 16]"
synthetic.student2324@mathsy.synthetic,0.7781,english,Synthetic Student 2324 (A- Level),Deep Focus Learner,kertas2,"[4, 15]",STU-SYN2324,2324,A-,77.79,17086,"[1, 17]"
synthetic.student2325@mathsy.synthetic,0.5134,english,Synthetic Student 2325 (E Level),Deep Focus Learner,kertas1,"[9, 11]",STU-SYN2325,2325,E,42.09,17087,"[18, 8, 10, 17, 13]"
synthetic.student2326@mathsy.synthetic,0.8091,english,Synthetic Student 2326 (A Level),Consistent Climber,kertas1,"[7, 4, 16, 12]",STU-SYN2326,2326,A,83.82,17088,"[6, 10, 18]"
synthetic.student2327@mathsy.synthetic,0.5597,english,Synthetic Student 2327 (C Level),Deep Focus Learner,kertas2,"[4, 6, 9]",STU-SYN2327,2327,C,52.12,17089,"[10, 12, 3]"
synthetic.student2328@mathsy.synthetic,0.5372,bm,Synthetic Student 2328 (D Level),Flexible Learner,mixed,"[9, 14, 11]",STU-SYN2328,2328,D,47.49,17090,"[17, 4, 13, 3, 7]"
synthetic.student2329@mathsy.synthetic,0.4363,english,Synthetic Student 2329 (G Level),Weekend Learner,kertas2,"[10, 13, 4]",STU-SYN2329,2329,G,36.49,17091,"[1, 11, 15, 16, 8]"
synthetic.student2330@mathsy.synthetic,0.754,english,Synthetic Student 2330 (A- Level),Deep Focus Learner,kertas2,"[11, 1]",STU-SYN2330,2330,A-,70.4,17092,"[2, 8, 15]"
synthetic.student2331@mathsy.synthetic,0.7252,bm,Synthetic Student 2331 (A- Level),Consistent Climber,kertas2,"[6, 5, 2, 16]",STU-SYN2331,2331,A-,71.66,17093,"[8, 7, 13, 9, 14]"
synthetic.student2332@mathsy.synthetic,0.7672,english,Synthetic Student 2332 (A- Level),Consistent Climber,kertas1,"[3, 17, 6]",STU-SYN2332,2332,A-,76.12,17094,"[7, 18, 4, 12, 10]"
synthetic.student2333@mathsy.synthetic,0.7253,english,Synthetic Student 2333 (B+ Level),Flexible Learner,kertas2,"[18, 16, 2, 1]",STU-SYN2333,2333,B+,66.45,17095,"[8, 9, 3, 10]"
synthetic.student2334@mathsy.synthetic,0.5366,english,Synthetic Student 2334 (C Level),Flexible Learner,mixed,"[5, 9, 1]",STU-SYN2334,2334,C,53.38,17096,"[11, 10]"
synthetic.student2335@mathsy.synthetic,0.5487,english,Synthetic Student 2335 (C Level),Flexible Learner,kertas1,"[4, 8, 17]",STU-SYN2335,2335,C,52.66,17097,"[14, 9, 3]"
synthetic.student2336@mathsy.synthetic,0.5488,english,Synthetic Student 2336 (E Level),Fresh Starter,mixed,"[17, 18, 16]",STU-SYN2336,2336,E,41.22,17098,"[14, 7, 12]"
synthetic.student2337@mathsy.synthetic,0.5133,english,Synthetic Student 2337 (G Level),Fresh Starter,kertas2,"[6, 16, 14]",STU-SYN2337,2337,G,39.79,17099,"[4, 11]"
synthetic.student2338@mathsy.synthetic,0.6835,bm,Synthetic Student 2338 (B Level),Deep Focus Learner,kertas1,"[1, 8, 3, 10]",STU-SYN2338,2338,B,62.94,17100,"[12, 16, 11, 5]"
synthetic.student2339@mathsy.synthetic,0.6135,bm,Synthetic Student 2339 (B+ Level),Consistent Climber,mixed,"[11, 9, 15]",STU-SYN2339,2339,B+,65.94,17101,"[2, 13]"
synthetic.student2340@mathsy.synthetic,0.7482,english,Synthetic Student 2340 (A- Level),Flexible Learner,kertas2,"[15, 12, 17, 5]",STU-SYN2340,2340,A-,71.45,17102,"[4, 18, 16]"
synthetic.student2341@mathsy.synthetic,0.4599,bm,Synthetic Student 2341 (E Level),Flexible Learner,kertas2,"[4, 5, 1, 17]",STU-SYN2341,2341,E,42.28,17103,"[10, 11, 7]"
synthetic.student2342@mathsy.synthetic,0.7821,bm,Synthetic Student 2342 (A Level),Consistent Climber,mixed,"[6, 18, 12, 3]",STU-SYN2342,2342,A,80.99,17104,"[17, 2, 16, 13]"
synthetic.student2343@mathsy.synthetic,0.8598,english,Synthetic Student 2343 (A Level),Consistent Climber,mixed,"[5, 6]",STU-SYN2343,2343,A,85.52,17105,"[12, 16, 18, 11, 1]"
synthetic.student2344@mathsy.synthetic,0.7966,bm,Synthetic Student 2344 (A- Level),Deep Focus Learner,mixed,"[5, 10, 4, 1]",STU-SYN2344,2344,A-,78.57,17106,"[15, 11]"
synthetic.student2345@mathsy.synthetic,0.8685,english,Synthetic Student 2345 (A+ Level),High Achiever,kertas1,"[14, 5]",STU-SYN2345,2345,A+,90.52,17107,"[18, 9, 11]"
synthetic.student2346@mathsy.synthetic,0.5451,bm,Synthetic Student 2346 (C Level),Weekend Learner,kertas2,"[17, 2, 9, 12]",STU-SYN2346,2346,C,51.75,17108,"[15, 11, 6, 4]"
synthetic.student2347@mathsy.synthetic,0.5973,english,Synthetic Student 2347 (C Level),Weekend Learner,kertas1,"[18, 16, 10]",STU-SYN2347,2347,C,54.23,17109,"[13, 5, 6, 12]"
synthetic.student2348@mathsy.synthetic,0.5001,english,Synthetic Student 2348 (D Level),Flexible Learner,mixed,"[12, 7]",STU-SYN2348,2348,D,48.59,17110,"[13, 14, 6]"
synthetic.student2349@mathsy.synthetic,0.4836,english,Synthetic Student 2349 (G Level),Fresh Starter,mixed,"[3, 17]",STU-SYN2349,2349,G,37.77,17111,"[5, 11]"
synthetic.student2350@mathsy.synthetic,0.5943,bm,Synthetic Student 2350 (C Level),Weekend Learner,kertas2,"[18, 12, 15, 8]",STU-SYN2350,2350,C,54.03,17112,"[7, 13, 3, 16]"
synthetic.student2351@mathsy.synthetic,0.6348,english,Synthetic Student 2351 (B Level),Deep Focus Learner,mixed,"[8, 13, 4, 11]",STU-SYN2351,2351,B,60.99,17113,"[14, 2]"
synthetic.student2352@mathsy.synthetic,0.8131,english,Synthetic Student 2352 (A Level),Consistent Climber,kertas1,"[15, 9, 16, 14]",STU-SYN2352,2352,A,86.09,17114,"[6, 12]"
synthetic.student2353@mathsy.synthetic,0.5936,english,Synthetic Student 2353 (D Level),Fresh Starter,kertas1,"[4, 5]",STU-SYN2353,2353,D,47.03,17115,"[7, 9]"
synthetic.student2354@mathsy.synthetic,0.7559,english,Synthetic Student 2354 (A- Level),Weekend Learner,kertas1,"[14, 16, 17]",STU-SYN2354,2354,A-,70.74,17116,"[13, 9, 7, 3]"
synthetic.student2355@mathsy.synthetic,0.8915,bm,Synthetic Student 2355 (A+ Level),High Achiever,kertas2,"[7, 4, 5, 17]",STU-SYN2355,2355,A+,93.74,17117,"[16, 18]"
synthetic.student2356@mathsy.synthetic,0.4822,english,Synthetic Student 2356 (G Level),Fresh Starter,kertas2,"[15, 7]",STU-SYN2356,2356,G,34.63,17118,"[13, 8, 12, 1]"
synthetic.student2357@mathsy.synthetic,0.8165,bm,Synthetic Student 2357 (A Level),Consistent Climber,kertas1,"[18, 3]",STU-SYN2357,2357,A,82.41,17119,"[11, 13, 5, 14]"
synthetic.student2358@mathsy.synthetic,0.6831,bm,Synthetic Student 2358 (B+ Level),Consistent Climber,mixed,"[15, 5, 17]",STU-SYN2358,2358,B+,69.54,17120,"[10, 16, 7, 3]"
synthetic.student2359@mathsy.synthetic,0.8669,bm,Synthetic Student 2359 (A Level),High Achiever,kertas1,"[12, 2]",STU-SYN2359,2359,A,86.83,17121,"[16, 11, 3, 17]"
synthetic.student2360@mathsy.synthetic,0.5347,bm,Synthetic Student 2360 (C Level),Weekend Learner,kertas1,"[12, 4, 18]",STU-SYN2360,2360,C,52.71,17122,"[17, 3]"
synthetic.student2361@mathsy.synthetic,0.7906,english,Synthetic Student 2361 (A- Level),Consistent Climber,kertas1,"[7, 3, 14, 4]",STU-SYN2361,2361,A-,79.66,17123,"[6, 2, 16, 5, 9]"
